AAC_C
Pos132.ZSCALE2
Pos135.ZSCALE3
Pos147.ZSCALE4
Pos150.ZSCALE2
Pos153.ZSCALE4
Pos156.ZSCALE5
Pos163.ZSCALE1
Pos165.ZSCALE2
Pos167.ZSCALE3
Pos179.ZSCALE3
Pos183.ZSCALE3
Pos184.ZSCALE1
Pos185.ZSCALE2
Pos192.ZSCALE5
Pos204.ZSCALE4
Pos233.ZSCALE4
Pos253.ZSCALE3
Pos253.ZSCALE4
Pos261.ZSCALE1
Pos280.ZSCALE5
Pos296.ZSCALE4
Pos298.ZSCALE4
Pos308.ZSCALE3
Pos314.ZSCALE1
Pos314.ZSCALE3
Pos316.ZSCALE1
Pos319.ZSCALE5
Pos335.ZSCALE2
Pos345.ZSCALE4
Pos398.ZSCALE1
Pos412.ZSCALE4
Pos419.ZSCALE3
Pos424.ZSCALE3
Pos473.ZSCALE4
Pos500.ZSCALE5
Pos509.ZSCALE4
Pos514.ZSCALE2
Pos672.ZSCALE4
Pos725.ZSCALE1
DP_C
DP_I
DP_L
DP_P
DP_Q
QSOrder_Schneider.Xr.A
QSOrder_Schneider.Xr.C
QSOrder_Schneider.Xr.Q
QSOrder_Schneider.Xr.L
QSOrder_Schneider.Xr.K
QSOrder_Schneider.Xr.M
QSOrder_Schneider.Xr.F
QSOrder_Schneider.Xr.S
QSOrder_Schneider.Xr.W
QSOrder_Grantham.Xr.A
QSOrder_Grantham.Xr.D
QSOrder_Grantham.Xr.C
QSOrder_Grantham.Xr.Q
QSOrder_Grantham.Xr.E
QSOrder_Grantham.Xr.G
QSOrder_Grantham.Xr.H
QSOrder_Grantham.Xr.L
QSOrder_Grantham.Xr.M
QSOrder_Grantham.Xr.F
QSOrder_Grantham.Xr.S
QSOrder_Grantham.Xr.T
QSOrder_Grantham.Xr.W
QSOrder_Schneider.Xd.1
DDE_AL
DDE_CC
DDE_CD
DDE_CE
DDE_CK
DDE_CT
DDE_DC
DDE_LQ
DDE_NG
DDE_SL
