AAC_C
AAC_I
AAC_K
AAC_L
AAC_Q
DiC_AC
DiC_AL
DiC_CC
DiC_CD
DiC_CG
DiC_CI
DiC_CK
DiC_CM
DiC_CN
DiC_CT
DiC_EC
DiC_GC
DiC_GI
DiC_GS
DiC_GY
DiC_IC
DiC_IK
DiC_KC
DiC_KG
DiC_KY
DiC_LI
DiC_MK
DiC_NC
DiC_NE
DiC_NG
DiC_PC
DiC_QQ
DiC_RC
DiC_SL
DiC_WC
DiC_WQ
DiC_WR
DiC_YL
alphaticr.alphaticr.gap0
negativecharger.aromatic.gap0
uncharger.postivecharger.gap0
uncharger.uncharger.gap0
alphaticr.alphaticr.gap1
alphaticr.aromatic.gap1
postivecharger.uncharger.gap1
negativecharger.alphaticr.gap1
alphaticr.alphaticr.gap2
postivecharger.alphaticr.gap2
negativecharger.uncharger.gap2
alphaticr.alphaticr.gap3
uncharger.alphaticr.gap3
uncharger.uncharger.gap3
Xc1.C
Xc1.E
Xc1.I
Xc1.M
IEP
Transmembrane Propensity
Alpha Helical Propensity
Aliphatic Index
Boman Index
blosum62.F1
blosum62.F3
blosum62.F8
blosum62.F12
blosum62.F13
blosum62.F15
blosum62.F16
blosum62.F17
blosum62.F20
blosum62.F22
blosum62.F27
blosum62.F37
blosum62.F48
blosum62.F49
blosum62.F53
blosum62.F56
blosum62.F64
blosum62.F73
blosum62.F82
blosum62.F86
blosum62.F88
blosum62.F89
blosum62.F95
blosum62.F97
blosum62.F100
blosum62.F133
blosum62.F139
blosum62.F153
blosum62.F163
blosum62.F167
blosum62.F169
blosum62.F186
blosum62.F192
blosum62.F209
blosum62.F222
blosum62.F245
blosum62.F260
blosum62.F264
blosum62.F271
blosum62.F279
blosum62.F289
blosum62.F290
blosum62.F302
blosum62.F305
blosum62.F317
blosum62.F318
blosum62.F319
blosum62.F325
blosum62.F326
blosum62.F328
blosum62.F331
blosum62.F341
blosum62.F360
blosum62.F371
blosum62.F374
blosum62.F392
blosum62.F494
blosum62.F513
blosum62.F514
blosum62.F606
blosum62.F607
blosum62.F693
blosum62.F699
blosum62.F706
blosum62.F740
blosum62.F746
blosum62.F763
blosum62.F800
blosum62.F810
blosum62.F819
blosum62.F823
blosum62.F830
blosum62.F832
blosum62.F833
blosum62.F834
blosum62.F843
blosum62.F845
blosum62.F866
blosum62.F872
blosum62.F922
blosum62.F927
blosum62.F936
blosum62.F943
blosum62.F946
blosum62.F947
blosum62.F1017
blosum62.F1055
blosum62.F1057
blosum62.F1060
blosum62.F1065
blosum62.F1078
blosum62.F1080
blosum62.F1099
blosum62.F1129
blosum62.F1141
blosum62.F1156
blosum62.F1223
blosum62.F1236
blosum62.F1255
blosum62.F1281
blosum62.F1305
blosum62.F1326
blosum62.F1353
blosum62.F1378
blosum62.F1449
blosum62.F1462
blosum62.F1463
blosum62.F1494
blosum62.F1543
blosum62.F1604
blosum62.F1621
blosum62.F1643
blosum62.F1672
blosum62.F1693
blosum62.F1761
blosum62.F1768
blosum62.F1807
blosum62.F1811
blosum62.F1813
blosum62.F1840
blosum62.F1864
blosum62.F1867
blosum62.F1877
blosum62.F1903
blosum62.F1925
blosum62.F1929
blosum62.F1968
blosum62.F2040
blosum62.F2044
blosum62.F2066
blosum62.F2104
blosum62.F2114
blosum62.F2118
blosum62.F2125
blosum62.F2156
blosum62.F2170
blosum62.F2208
blosum62.F2218
blosum62.F2268
blosum62.F2303
blosum62.F2304
blosum62.F2383
blosum62.F2400
blosum62.F2411
blosum62.F2458
blosum62.F2528
blosum62.F2545
blosum62.F2609
blosum62.F2644
blosum62.F2645
blosum62.F2654
blosum62.F2657
blosum62.F2704
blosum62.F2709
blosum62.F2714
blosum62.F2728
blosum62.F2732
blosum62.F2745
blosum62.F2747
blosum62.F2761
blosum62.F2776
blosum62.F2778
blosum62.F2788
blosum62.F2793
blosum62.F2838
blosum62.F2848
blosum62.F2850
blosum62.F2857
blosum62.F2894
blosum62.F2896
blosum62.F2902
blosum62.F2933
blosum62.F2936
blosum62.F2992
blosum62.F3044
blosum62.F3052
blosum62.F3056
blosum62.F3080
blosum62.F3153
blosum62.F3183
blosum62.F3205
blosum62.F3208
blosum62.F3248
blosum62.F3274
blosum62.F3300
blosum62.F3341
blosum62.F3369
blosum62.F3382
blosum62.F3387
blosum62.F3430
blosum62.F3434
blosum62.F3437
blosum62.F3444
blosum62.F3493
blosum62.F3507
blosum62.F3510
blosum62.F3512
blosum62.F3563
blosum62.F3565
blosum62.F3625
blosum62.F3651
blosum62.F3666
blosum62.F3756
blosum62.F3763
blosum62.F3899
blosum62.F3934
blosum62.F3951
blosum62.F3974
blosum62.F3978
blosum62.F3995
blosum62.F4054
blosum62.F4100
blosum62.F4121
blosum62.F4142
blosum62.F4206
blosum62.F4226
blosum62.F4244
blosum62.F4247
blosum62.F4321
blosum62.F4323
blosum62.F4332
blosum62.F4349
blosum62.F4357
blosum62.F4388
blosum62.F4396
blosum62.F4398
blosum62.F4458
blosum62.F4466
blosum62.F4487
blosum62.F4488
blosum62.F4548
blosum62.F4549
blosum62.F4564
blosum62.F4607
blosum62.F4636
blosum62.F4721
blosum62.F4735
blosum62.F4769
blosum62.F4792
blosum62.F4806
blosum62.F4850
blosum62.F5112
blosum62.F5257
blosum62.F5284
blosum62.F5290
blosum62.F5323
blosum62.F5343
blosum62.F5450
blosum62.F5457
blosum62.F5507
blosum62.F5574
blosum62.F5615
blosum62.F5671
blosum62.F5729
blosum62.F5780
blosum62.F5990
blosum62.F5999
blosum62.F6020
blosum62.F6166
blosum62.F6251
blosum62.F6283
blosum62.F6330
blosum62.F6422
blosum62.F6722
blosum62.F6898
blosum62.F7128
blosum62.F7143
blosum62.F7157
blosum62.F7241
blosum62.F7342
blosum62.F7436
blosum62.F7442
blosum62.F7915
blosum62.F8047
blosum62.F8082
blosum62.F8148
blosum62.F8155
blosum62.F8460
blosum62.F8515
blosum62.F8540
blosum62.F8569
blosum62.F8842
blosum62.F8961
blosum62.F9216
blosum62.F9431
blosum62.F9474
blosum62.F9546
blosum62.F10400
blosum62.F10680
blosum62.F10861
blosum62.F11114
blosum62.F12266
blosum62.F12340
blosum62.F13728
blosum62.F13941
blosum62.F14136
Pos1.ZSCALE4
Pos1.ZSCALE5
Pos2.ZSCALE1
Pos2.ZSCALE2
Pos2.ZSCALE3
Pos2.ZSCALE4
Pos2.ZSCALE5
Pos3.ZSCALE1
Pos3.ZSCALE3
Pos4.ZSCALE4
Pos5.ZSCALE4
Pos6.ZSCALE2
Pos9.ZSCALE2
Pos10.ZSCALE5
Pos11.ZSCALE1
Pos12.ZSCALE3
Pos13.ZSCALE5
Pos14.ZSCALE2
Pos14.ZSCALE5
Pos15.ZSCALE1
Pos15.ZSCALE2
Pos16.ZSCALE2
Pos16.ZSCALE5
Pos17.ZSCALE1
Pos17.ZSCALE2
Pos17.ZSCALE3
Pos18.ZSCALE5
Pos20.ZSCALE1
Pos20.ZSCALE4
Pos23.ZSCALE1
Pos24.ZSCALE1
Pos24.ZSCALE2
Pos24.ZSCALE3
Pos24.ZSCALE4
Pos25.ZSCALE5
Pos26.ZSCALE1
Pos26.ZSCALE4
Pos26.ZSCALE5
Pos29.ZSCALE3
Pos33.ZSCALE3
Pos33.ZSCALE4
Pos40.ZSCALE1
Pos41.ZSCALE2
Pos46.ZSCALE1
Pos49.ZSCALE5
Pos50.ZSCALE5
Pos53.ZSCALE4
Pos54.ZSCALE2
Pos55.ZSCALE4
Pos57.ZSCALE2
Pos58.ZSCALE2
Pos58.ZSCALE5
Pos62.ZSCALE5
Pos64.ZSCALE5
Pos68.ZSCALE2
Pos69.ZSCALE5
Pos71.ZSCALE1
Pos72.ZSCALE3
Pos75.ZSCALE3
Pos83.ZSCALE1
Pos84.ZSCALE2
Pos92.ZSCALE3
Pos97.ZSCALE4
Pos101.ZSCALE5
Pos115.ZSCALE4
Pos128.ZSCALE3
